Branch,City,Customer type,Date,Gender,Invoice ID,Payment,Product line,Time,Cogs,Customer type (copy),Gross Income,Gross Margin Percentage,Payment (copy),Quantity,Rating,Tax 5%,Total,Unit price
C,Naypyitaw,Normal,09-02-2019,Male,450-42-3339,Credit card,Health and beauty,30-12-1899 06:58:00 pm,846.1,,42.305,4.761904762,,10,8.8,42.305,888.405,84.61
B,Mandalay,Normal,24-03-2019,Female,851-98-3555,Credit card,Health and beauty,30-12-1899 02:08:00 pm,414.4,,20.72,4.761904762,,5,6.6,20.72,435.12,82.88
A,Yangon,Member,27-03-2019,Female,186-71-5196,Ewallet,Food and beverages,30-12-1899 04:30:00 pm,159.08,,7.954,4.761904762,,2,6.2,7.954,167.034,79.54
B,Mandalay,Normal,27-01-2019,Female,624-01-8356,Credit card,Home and lifestyle,30-12-1899 10:44:00 am,490.1,,24.505,4.761904762,,10,4.2,24.505,514.605,49.01
B,Mandalay,Member,27-03-2019,Female,313-66-9943,Credit card,Food and beverages,30-12-1899 08:29:00 pm,87.45,,4.3725,4.761904762,,3,7.3,4.3725,91.8225,29.15
C,Naypyitaw,Normal,19-01-2019,Female,151-27-8496,Ewallet,Electronic accessories,30-12-1899 11:43:00 am,224.52,,11.226,4.761904762,,4,8.6,11.226,235.746,56.13
A,Yangon,Normal,07-02-2019,Female,453-33-6436,Cash,Home and lifestyle,30-12-1899 10:09:00 am,744.96,,37.248,4.761904762,,8,6.8,37.248,782.208,93.12
A,Yangon,Member,31-01-2019,Male,522-57-8364,Ewallet,Fashion accessories,30-12-1899 10:00:00 am,410.72,,20.536,4.761904762,,8,7.6,20.536,431.256,51.34
A,Yangon,Member,25-02-2019,Female,459-45-2396,Cash,Food and beverages,30-12-1899 06:45:00 pm,298.8,,14.94,4.761904762,,3,5.8,14.94,313.74,99.6
C,Naypyitaw,Normal,02-02-2019,Female,717-96-4189,Cash,Electronic accessories,30-12-1899 12:40:00 pm,212.94,,10.647,4.761904762,,6,4.1,10.647,223.587,35.49
C,Naypyitaw,Member,14-03-2019,Male,722-13-2115,Credit card,Sports and travel,30-12-1899 03:36:00 pm,42.85,,2.1425,4.761904762,,1,9.3,2.1425,44.9925,42.85
A,Yangon,Normal,11-03-2019,Female,749-81-8133,Cash,Fashion accessories,30-12-1899 12:04:00 pm,378.68,,18.934,4.761904762,,4,6.8,18.934,397.614,94.67
B,Mandalay,Normal,22-02-2019,Male,777-67-2495,Ewallet,Home and lifestyle,30-12-1899 11:26:00 am,206.91,,10.3455,4.761904762,,3,8.7,10.3455,217.2555,68.97
B,Mandalay,Member,02-03-2019,Female,636-98-3364,Ewallet,Electronic accessories,30-12-1899 12:36:00 pm,78.78,,3.939,4.761904762,,3,6.3,3.939,82.719,26.26
C,Naypyitaw,Member,10-03-2019,Female,246-55-6923,Credit card,Home and lifestyle,30-12-1899 03:06:00 pm,322.11,,16.1055,4.761904762,,9,5.1,16.1055,338.2155,35.79
B,Mandalay,Normal,08-02-2019,Female,181-82-6255,Cash,Home and lifestyle,30-12-1899 10:58:00 am,98.22,,4.911,4.761904762,,6,7,4.911,103.131,16.37
C,Naypyitaw,Member,22-02-2019,Female,838-02-1821,Credit card,Home and lifestyle,30-12-1899 12:10:00 pm,25.46,,1.273,4.761904762,,2,5.2,1.273,26.733,12.73
C,Naypyitaw,Normal,10-01-2019,Female,887-42-0517,Credit card,Sports and travel,30-12-1899 10:31:00 am,581.98,,29.099,4.761904762,,7,6.6,29.099,611.079,83.14
C,Naypyitaw,Member,14-03-2019,Female,457-12-0244,Ewallet,Sports and travel,30-12-1899 01:49:00 pm,211.32,,10.566,4.761904762,,6,6.5,10.566,221.886,35.22
B,Mandalay,Normal,10-01-2019,Female,226-34-0034,Ewallet,Electronic accessories,30-12-1899 11:10:00 am,55.12,,2.756,4.761904762,,4,9,2.756,57.876,13.78
B,Mandalay,Member,15-02-2019,Male,321-49-7382,Credit card,Sports and travel,30-12-1899 05:38:00 pm,88.31,,4.4155,4.761904762,,1,5.2,4.4155,92.7255,88.31
A,Yangon,Member,13-01-2019,Female,397-25-8725,Credit card,Health and beauty,30-12-1899 05:54:00 pm,356.58,,17.829,4.761904762,,9,6.8,17.829,374.409,39.62
B,Mandalay,Normal,15-02-2019,Female,431-66-2305,Credit card,Electronic accessories,30-12-1899 08:51:00 pm,794.25,,39.7125,4.761904762,,9,7.6,39.7125,833.9625,88.25
B,Mandalay,Normal,02-03-2019,Male,825-94-5922,Ewallet,Sports and travel,30-12-1899 07:26:00 pm,50.62,,2.531,4.761904762,,2,7.2,2.531,53.151,25.31
B,Mandalay,Normal,24-03-2019,Male,641-62-7288,Ewallet,Home and lifestyle,30-12-1899 01:33:00 pm,599.52,,29.976,4.761904762,,6,7.1,29.976,629.496,99.92
C,Naypyitaw,Member,02-02-2019,Female,756-93-1854,Credit card,Fashion accessories,30-12-1899 02:05:00 pm,166.7,,8.335,4.761904762,,2,9.5,8.335,175.035,83.35
A,Yangon,Normal,27-02-2019,Female,243-55-8457,Ewallet,Food and beverages,30-12-1899 11:40:00 am,744.4,,37.22,4.761904762,,10,5.1,37.22,781.62,74.44
C,Naypyitaw,Normal,20-01-2019,Male,458-10-8612,Ewallet,Health and beauty,30-12-1899 12:27:00 pm,448.56,,22.428,4.761904762,,7,7.6,22.428,470.988,64.08
B,Mandalay,Normal,03-01-2019,Female,501-61-1753,Ewallet,Home and lifestyle,30-12-1899 08:24:00 pm,378.9,,18.945,4.761904762,,6,9.8,18.945,397.845,63.15
C,Naypyitaw,Member,24-01-2019,Male,235-06-8510,Ewallet,Home and lifestyle,30-12-1899 08:59:00 pm,257.16,,12.858,4.761904762,,3,5.1,12.858,270.018,85.72
C,Naypyitaw,Normal,05-01-2019,Female,433-08-7822,Ewallet,Health and beauty,30-12-1899 07:48:00 pm,552.23,,27.6115,4.761904762,,7,7.5,27.6115,579.8415,78.89
A,Yangon,Normal,30-03-2019,Female,361-85-2571,Cash,Sports and travel,30-12-1899 10:18:00 am,447.4,,22.37,4.761904762,,5,7.4,22.37,469.77,89.48
A,Yangon,Member,17-02-2019,Female,131-70-8179,Cash,Health and beauty,30-12-1899 04:27:00 pm,276.27,,13.8135,4.761904762,,3,4.2,13.8135,290.0835,92.09
C,Naypyitaw,Normal,21-03-2019,Female,500-02-2261,Ewallet,Food and beverages,30-12-1899 05:04:00 pm,343.74,,17.187,4.761904762,,6,5.9,17.187,360.927,57.29
A,Yangon,Normal,02-03-2019,Male,720-72-2436,Ewallet,Food and beverages,30-12-1899 06:14:00 pm,266.08,,13.304,4.761904762,,4,6.9,13.304,279.384,66.52
C,Naypyitaw,Member,27-03-2019,Male,702-83-5291,Cash,Fashion accessories,30-12-1899 10:43:00 am,898.38,,44.919,4.761904762,,9,6.6,44.919,943.299,99.82
A,Yangon,Normal,19-01-2019,Female,809-69-9497,Ewallet,Home and lifestyle,30-12-1899 07:30:00 pm,456.8,,22.84,4.761904762,,10,5.7,22.84,479.64,45.68
A,Yangon,Normal,19-02-2019,Male,449-16-6770,Credit card,Health and beauty,30-12-1899 02:53:00 pm,253.95,,12.6975,4.761904762,,5,5.3,12.6975,266.6475,50.79
A,Yangon,Member,28-03-2019,Male,333-23-2632,Cash,Health and beauty,30-12-1899 08:14:00 pm,70.56,,3.528,4.761904762,,7,4.2,3.528,74.088,10.08
A,Yangon,Normal,05-01-2019,Female,489-82-1237,Credit card,Electronic accessories,30-12-1899 11:51:00 am,657.16,,32.858,4.761904762,,7,7.3,32.858,690.018,93.88
C,Naypyitaw,Member,26-03-2019,Male,859-97-6048,Credit card,Electronic accessories,30-12-1899 02:13:00 pm,168.5,,8.425,4.761904762,,2,5.3,8.425,176.925,84.25
B,Mandalay,Member,03-02-2019,Male,676-10-2200,Ewallet,Fashion accessories,30-12-1899 08:13:00 pm,53.78,,2.689,4.761904762,,1,4.7,2.689,56.469,53.78
C,Naypyitaw,Member,06-02-2019,Male,373-88-1424,Ewallet,Home and lifestyle,30-12-1899 06:44:00 pm,179.05,,8.9525,4.761904762,,5,7.9,8.9525,188.0025,35.81
B,Mandalay,Normal,24-02-2019,Female,365-16-4334,Ewallet,Food and beverages,30-12-1899 02:26:00 pm,211.44,,10.572,4.761904762,,8,8.9,10.572,222.012,26.43
B,Mandalay,Member,21-02-2019,Male,503-21-4385,Ewallet,Health and beauty,30-12-1899 12:40:00 pm,119.73,,5.9865,4.761904762,,3,9.3,5.9865,125.7165,39.91
B,Mandalay,Member,09-01-2019,Female,305-89-2768,Ewallet,Home and lifestyle,30-12-1899 06:43:00 pm,65.7,,3.285,4.761904762,,3,4.7,3.285,68.985,21.9
B,Mandalay,Member,25-02-2019,Female,574-80-1489,Ewallet,Food and beverages,30-12-1899 01:22:00 pm,251.4,,12.57,4.761904762,,4,8.7,12.57,263.97,62.85
C,Naypyitaw,Member,13-01-2019,Female,784-08-0310,Cash,Food and beverages,30-12-1899 01:58:00 pm,84.16,,4.208,4.761904762,,4,7.6,4.208,88.368,21.04
B,Mandalay,Member,09-02-2019,Male,200-40-6154,Cash,Home and lifestyle,30-12-1899 11:45:00 am,395.46,,19.773,4.761904762,,6,5.7,19.773,415.233,65.91
A,Yangon,Normal,06-01-2019,Female,846-10-0341,Cash,Fashion accessories,30-12-1899 11:51:00 am,297.99,,14.8995,4.761904762,,7,6.8,14.8995,312.8895,42.57
C,Naypyitaw,Member,10-01-2019,Male,577-34-7579,Cash,Food and beverages,30-12-1899 05:16:00 pm,454.41,,22.7205,4.761904762,,9,5.4,22.7205,477.1305,50.49
B,Mandalay,Normal,07-02-2019,Male,430-02-3888,Cash,Electronic accessories,30-12-1899 03:55:00 pm,276.12,,13.806,4.761904762,,6,7.1,13.806,289.926,46.02
C,Naypyitaw,Normal,09-01-2019,Female,867-47-1948,Cash,Home and lifestyle,30-12-1899 12:07:00 pm,158,,7.9,4.761904762,,10,7.8,7.9,165.9,15.8
A,Yangon,Member,19-02-2019,Female,384-59-6655,Cash,Food and beverages,30-12-1899 03:07:00 pm,887.94,,44.397,4.761904762,,9,8.4,44.397,932.337,98.66
C,Naypyitaw,Member,18-03-2019,Male,256-58-3609,Cash,Fashion accessories,30-12-1899 03:29:00 pm,91.98,,4.599,4.761904762,,1,9.8,4.599,96.579,91.98
A,Yangon,Member,05-02-2019,Male,324-92-3863,Cash,Electronic accessories,30-12-1899 06:45:00 pm,41.78,,2.089,4.761904762,,2,9.8,2.089,43.869,20.89
A,Yangon,Normal,19-03-2019,Female,593-08-5916,Credit card,Fashion accessories,30-12-1899 03:23:00 pm,15.5,,0.775,4.761904762,,1,7.4,0.775,16.275,15.5
C,Naypyitaw,Member,30-03-2019,Male,364-34-2972,Cash,Electronic accessories,30-12-1899 08:37:00 pm,290.46,,14.523,4.761904762,,3,6.7,14.523,304.983,96.82
B,Mandalay,Normal,26-01-2019,Male,794-42-3736,Credit card,Food and beverages,30-12-1899 02:41:00 pm,66.66,,3.333,4.761904762,,2,6.4,3.333,69.993,33.33
B,Mandalay,Normal,02-03-2019,Female,172-42-8274,Credit card,Electronic accessories,30-12-1899 06:18:00 pm,76.54,,3.827,4.761904762,,2,5.8,3.827,80.367,38.27
A,Yangon,Normal,04-03-2019,Female,558-60-5016,Ewallet,Home and lifestyle,30-12-1899 03:27:00 pm,299.7,,14.985,4.761904762,,9,7.2,14.985,314.685,33.3
A,Yangon,Member,13-01-2019,Male,195-06-0432,Credit card,Home and lifestyle,30-12-1899 12:55:00 pm,243.03,,12.1515,4.761904762,,3,9.3,12.1515,255.1815,81.01
A,Yangon,Normal,25-03-2019,Female,605-03-2706,Cash,Health and beauty,30-12-1899 06:02:00 pm,47.4,,2.37,4.761904762,,3,9.5,2.37,49.77,15.8
B,Mandalay,Member,11-03-2019,Female,214-30-2776,Credit card,Electronic accessories,30-12-1899 07:44:00 pm,172.45,,8.6225,4.761904762,,5,9,8.6225,181.0725,34.49
B,Mandalay,Member,01-01-2019,Female,746-04-1077,Credit card,Food and beverages,30-12-1899 11:36:00 am,846.3,,42.315,4.761904762,,10,9,42.315,888.615,84.63
B,Mandalay,Member,10-02-2019,Male,448-34-8700,Ewallet,Home and lifestyle,30-12-1899 01:51:00 pm,258.37,,12.9185,4.761904762,,7,6.7,12.9185,271.2885,36.91
B,Mandalay,Normal,26-01-2019,Male,452-04-8808,Cash,Electronic accessories,30-12-1899 03:17:00 pm,609.56,,30.478,4.761904762,,7,5.5,30.478,640.038,87.08
A,Yangon,Normal,11-02-2019,Male,531-56-4728,Cash,Home and lifestyle,30-12-1899 03:29:00 pm,240.24,,12.012,4.761904762,,3,5.4,12.012,252.252,80.08
C,Naypyitaw,Normal,07-02-2019,Male,744-82-9138,Cash,Fashion accessories,30-12-1899 05:59:00 pm,172.26,,8.613,4.761904762,,2,8.2,8.613,180.873,86.13
B,Mandalay,Member,06-03-2019,Male,883-69-1285,Credit card,Fashion accessories,30-12-1899 11:55:00 am,99.84,,4.992,4.761904762,,2,7,4.992,104.832,49.92
A,Yangon,Normal,04-03-2019,Female,221-25-5073,Cash,Food and beverages,30-12-1899 10:39:00 am,298.64,,14.932,4.761904762,,4,8.5,14.932,313.572,74.66
B,Mandalay,Member,26-02-2019,Male,518-71-6847,Ewallet,Food and beverages,30-12-1899 03:10:00 pm,159.6,,7.98,4.761904762,,6,4.9,7.98,167.58,26.6
B,Mandalay,Normal,10-03-2019,Female,156-20-0370,Credit card,Electronic accessories,30-12-1899 06:10:00 pm,25.45,,1.2725,4.761904762,,1,5.1,1.2725,26.7225,25.45
B,Mandalay,Normal,04-02-2019,Female,151-33-7434,Credit card,Food and beverages,30-12-1899 08:43:00 pm,67.77,,3.3885,4.761904762,,1,6.5,3.3885,71.1585,67.77
C,Naypyitaw,Member,19-01-2019,Male,728-47-9078,Cash,Food and beverages,30-12-1899 12:46:00 pm,238.36,,11.918,4.761904762,,4,9.8,11.918,250.278,59.59
A,Yangon,Normal,23-01-2019,Male,809-46-1866,Cash,Health and beauty,30-12-1899 05:44:00 pm,232.6,,11.63,4.761904762,,4,8.4,11.63,244.23,58.15
A,Yangon,Member,14-03-2019,Female,139-32-4183,Ewallet,Sports and travel,30-12-1899 02:19:00 pm,877.32,,43.866,4.761904762,,9,7.4,43.866,921.186,97.48
C,Naypyitaw,Normal,23-01-2019,Male,148-41-7930,Cash,Health and beauty,30-12-1899 10:33:00 am,699.72,,34.986,4.761904762,,7,6.1,34.986,734.706,99.96
C,Naypyitaw,Normal,09-01-2019,Male,189-40-5216,Cash,Electronic accessories,30-12-1899 11:40:00 am,674.59,,33.7295,4.761904762,,7,6,33.7295,708.3195,96.37
B,Mandalay,Normal,07-02-2019,Female,374-38-5555,Ewallet,Fashion accessories,30-12-1899 07:30:00 pm,318.55,,15.9275,4.761904762,,5,8.5,15.9275,334.4775,63.71
B,Mandalay,Normal,18-02-2019,Female,764-44-8999,Ewallet,Health and beauty,30-12-1899 02:42:00 pm,29.52,,1.476,4.761904762,,2,4.3,1.476,30.996,14.76
B,Mandalay,Member,03-01-2019,Male,552-44-5977,Credit card,Health and beauty,30-12-1899 07:08:00 pm,496,,24.8,4.761904762,,8,6.2,24.8,520.8,62
C,Naypyitaw,Member,29-03-2019,Male,267-62-7380,Ewallet,Electronic accessories,30-12-1899 07:12:00 pm,823.4,,41.17,4.761904762,,10,4.3,41.17,864.57,82.34
B,Mandalay,Member,28-01-2019,Male,430-53-4718,Credit card,Health and beauty,30-12-1899 03:46:00 pm,602.96,,30.148,4.761904762,,8,8.4,30.148,633.108,75.37
A,Yangon,Normal,22-03-2019,Female,886-18-2897,Credit card,Food and beverages,30-12-1899 07:06:00 pm,282.8,,14.14,4.761904762,,5,4.5,14.14,296.94,56.56
B,Mandalay,Normal,24-01-2019,Female,602-16-6955,Ewallet,Sports and travel,30-12-1899 06:10:00 pm,766,,38.3,4.761904762,,10,6,38.3,804.3,76.6
A,Yangon,Normal,10-03-2019,Male,745-74-0715,Ewallet,Electronic accessories,30-12-1899 08:46:00 pm,116.06,,5.803,4.761904762,,2,8.8,5.803,121.863,58.03
B,Mandalay,Normal,22-02-2019,Male,690-01-6631,Ewallet,Fashion accessories,30-12-1899 06:35:00 pm,174.9,,8.745,4.761904762,,10,6.6,8.745,183.645,17.49
C,Naypyitaw,Member,18-02-2019,Female,652-49-6720,Ewallet,Electronic accessories,30-12-1899 11:40:00 am,60.95,,3.0475,4.761904762,,1,5.9,3.0475,63.9975,60.95
C,Naypyitaw,Normal,29-01-2019,Male,233-67-5758,Ewallet,Health and beauty,30-12-1899 01:46:00 pm,40.35,,2.0175,4.761904762,,1,6.2,2.0175,42.3675,40.35
B,Mandalay,Normal,02-03-2019,Female,303-96-2227,Ewallet,Home and lifestyle,30-12-1899 05:16:00 pm,973.8,,48.69,4.761904762,,10,4.4,48.69,1022.49,97.38
A,Yangon,Member,09-02-2019,Male,727-02-1313,Cash,Food and beverages,30-12-1899 01:22:00 pm,31.84,,1.592,4.761904762,,1,7.7,1.592,33.432,31.84
A,Yangon,Normal,22-02-2019,Male,347-56-2442,Cash,Home and lifestyle,30-12-1899 03:33:00 pm,65.82,,3.291,4.761904762,,1,4.1,3.291,69.111,65.82
A,Yangon,Member,18-02-2019,Female,849-09-3807,Cash,Fashion accessories,30-12-1899 01:28:00 pm,618.38,,30.919,4.761904762,,7,6.6,30.919,649.299,88.34
